customer_id,age,income,employment_status,dependents,credit_limit,credit_utilization,avg_monthly_spending,late_payment_count,account_age_months,payment_status,missed_payment_6m,full_payment_ratio,debt_to_income,credit_limit_to_income,risk_score,risk_category,age_group
CUST00069,30,5000000.0,Self-employed,2,5000000,16.306663859460343,815333,0,76,Current,0,69.42412122603983,16.31,1.0,27,Low Risk,21-30
CUST00070,56,3000000.0,Employed,4,5000000,43.58066779115203,2179033,0,48,Current,1,73.33056152013184,72.63,1.67,47,Medium Risk,51-65
CUST00071,34,5000000.0,Employed,1,25000000,25.107611470273056,6276902,0,109,Current,0,93.88971956824165,125.54,5.0,27,Low Risk,31-40
CUST00072,51,15000000.0,Employed,1,5000000,28.51528917974987,1425764,1,12,Current,0,79.61264579004515,9.51,0.33,35,Medium Risk,51-65
CUST00073,35,3000000.0,Employed,4,5000000,15.835846801009742,791792,0,97,Late,0,46.99086600902307,26.39,1.67,42,Medium Risk,31-40
CUST00074,28,5000000.0,Employed,1,5000000,16.182872636183955,809143,1,88,Current,0,81.03107816696551,16.18,1.0,42,Medium Risk,21-30
CUST00075,34,5000000.0,Self-employed,3,25000000,7.367202227149894,1841800,0,68,Current,0,95.26020643551955,36.84,5.0,27,Low Risk,31-40
CUST00076,43,7500000.0,Employed,0,15000000,30.618260521023593,4592739,0,89,Late,1,87.36788165608945,61.24,2.0,52,Medium Risk,41-50
CUST00077,60,15000000.0,Employed,2,15000000,20.5566038796019,3083490,1,49,Current,0,74.39813600799926,20.56,1.0,35,Medium Risk,51-65
CUST00078,41,5000000.0,Employed,0,15000000,12.247297346893337,1837094,0,44,Current,1,41.659340076078884,36.74,3.0,32,Low Risk,41-50
CUST00079,36,5000000.0,Unemployed,2,5000000,46.09005340552667,2304502,0,45,Current,0,89.21194931511091,46.09,1.0,37,Medium Risk,31-40
CUST00080,38,10000000.0,Self-employed,3,10000000,27.441619028811274,2744161,1,12,Current,0,83.98890596096936,27.44,1.0,35,Medium Risk,31-40
CUST00081,44,7500000.0,Employed,1,10000000,18.384656020379886,1838465,1,75,Current,0,28.931413308961346,24.51,1.33,42,Medium Risk,41-50
CUST00082,46,5000000.0,Unemployed,4,5000000,33.52880651214446,1676440,0,30,Current,1,83.39658053528343,33.53,1.0,42,Medium Risk,41-50
CUST00083,45,7500000.0,Employed,3,10000000,41.87432618872351,4187432,0,110,Current,0,53.89623686704624,55.83,1.33,37,Medium Risk,41-50
CUST00084,61,3000000.0,Employed,0,25000000,18.44594904419946,4611487,0,64,Current,0,49.63255525495809,153.72,8.33,32,Low Risk,51-65
CUST00085,49,3000000.0,Self-employed,4,5000000,10.50659678016477,525329,0,18,Current,1,69.45725508782095,17.51,1.67,37,Medium Risk,41-50
CUST00086,35,7500000.0,Self-employed,1,5000000,22.67705595126156,1133852,0,108,Late,0,74.75483930570323,15.12,0.67,37,Medium Risk,31-40
CUST00087,21,5000000.0,Employed,3,5000000,21.801458778374418,1090072,0,109,Late,1,60.91719052735325,21.8,1.0,42,Medium Risk,21-30
CUST00088,45,15000000.0,Employed,4,5000000,38.72984247901116,1936492,1,91,Current,0,90.32349939003633,12.91,0.33,45,Medium Risk,41-50
CUST00089,27,5000000.0,Employed,3,25000000,49.62033006342143,12405082,1,118,Current,0,79.3134043742755,248.1,5.0,52,Medium Risk,21-30
CUST00090,29,7500000.0,Self-employed,3,10000000,68.27518228521475,6827518,0,86,Delinquent,0,58.8482445243119,91.03,1.33,62,Medium Risk,21-30
CUST00091,44,7500000.0,Employed,1,10000000,41.23330305518619,4123330,0,117,Current,0,86.4509331081094,54.98,1.33,37,Medium Risk,41-50
CUST00092,21,3000000.0,Employed,2,15000000,19.559380047597557,2933907,0,91,Late,0,81.71975539309541,97.8,5.0,42,Medium Risk,21-30
CUST00093,64,10000000.0,Employed,4,5000000,2.12466562827878,106233,0,103,Current,0,64.88558445826793,1.06,0.5,20,Low Risk,51-65
CUST00094,28,3000000.0,Employed,1,10000000,31.749253444546326,3174925,0,67,Late,0,66.14892001509082,105.83,3.33,52,Medium Risk,21-30
CUST00095,44,20000000.0,Employed,3,10000000,8.787901084882446,878790,2,13,Current,0,86.77190028281505,4.39,0.5,35,Medium Risk,41-50
CUST00096,31,3000000.0,Self-employed,1,10000000,34.70315966107429,3470315,2,118,Current,0,64.23140819004979,115.68,3.33,57,Medium Risk,31-40
CUST00097,37,5000000.0,Employed,2,50000000,29.7540364371766,14877018,1,50,Current,0,93.20903565102769,297.54,10.0,42,Medium Risk,31-40
CUST00098,28,3000000.0,Employed,4,15000000,12.083707088158976,1812556,0,23,Current,1,61.845056133495035,60.42,5.0,37,Medium Risk,21-30
CUST00099,55,20000000.0,Employed,2,10000000,24.185494617743682,2418549,0,93,Current,1,72.58179691143076,12.09,0.5,25,Low Risk,51-65
CUST00100,55,7500000.0,Self-employed,0,25000000,37.1785602840837,9294640,0,65,Current,0,74.99511843498556,123.93,3.33,37,Medium Risk,51-65
CUST00101,53,7500000.0,Employed,4,5000000,34.63340510534456,1731670,0,65,Current,0,68.67360550175377,23.09,0.67,37,Medium Risk,51-65
CUST00102,25,3000000.0,Employed,2,5000000,28.299188831462263,1414959,0,111,Current,1,56.47548114685201,47.17,1.67,37,Medium Risk,21-30
CUST00103,62,10000000.0,Self-employed,3,5000000,3.6309838812390693,181549,3,7,Current,0,40.726259099526466,1.82,0.5,45,Medium Risk,51-65
CUST00104,59,5000000.0,Self-employed,4,10000000,45.28320752390311,4528320,1,71,Current,1,79.15071459198154,90.57,2.0,57,Medium Risk,51-65
CUST00105,61,15000000.0,Self-employed,4,10000000,32.99151194987344,3299151,0,96,Current,0,80.5425763750793,21.99,0.67,30,Low Risk,51-65
CUST00106,48,5000000.0,Self-employed,1,15000000,25.997278659045765,3899591,0,19,Current,3,94.42943003301133,77.99,3.0,35,Medium Risk,41-50
CUST00107,27,3000000.0,Employed,3,25000000,30.83411403706157,7708528,1,53,Current,0,90.27100974344059,256.95,8.33,57,Medium Risk,21-30
CUST00108,29,3000000.0,Self-employed,0,10000000,19.59548472726582,1959548,1,108,Current,0,60.125645775964244,65.32,3.33,47,Medium Risk,21-30
CUST00109,28,7500000.0,Employed,2,10000000,75.08495527242623,7508495,0,61,Current,0,69.92603770793531,100.11,1.33,47,Medium Risk,21-30
CUST00110,32,7500000.0,Self-employed,1,5000000,37.430872608467425,1871543,1,17,Current,1,63.0177232379564,24.95,0.67,57,Medium Risk,31-40
CUST00111,54,3000000.0,Self-employed,2,5000000,42.89143987699017,2144571,0,101,Current,0,70.93821370189995,71.49,1.67,42,Medium Risk,51-65
CUST00112,53,10000000.0,Self-employed,0,10000000,48.50007794585441,4850007,0,97,Current,0,72.02348249740812,48.5,1.0,30,Low Risk,51-65
CUST00113,43,7500000.0,Employed,0,10000000,15.611513109440873,1561151,0,60,Current,0,88.39708239871477,20.82,1.33,27,Low Risk,41-50
CUST00114,44,7500000.0,Employed,4,25000000,11.44549544007108,2861373,1,33,Delinquent,0,54.47077319149106,38.15,3.33,57,Medium Risk,41-50
CUST00115,57,5000000.0,Employed,0,5000000,23.76414775682093,1188207,0,115,Current,0,34.68522453581346,23.76,1.0,27,Low Risk,51-65
CUST00116,55,5000000.0,Unemployed,2,5000000,56.04459705523169,2802229,0,94,Current,1,86.19486291015133,56.04,1.0,42,Medium Risk,51-65
CUST00117,64,7500000.0,Self-employed,3,10000000,16.436470144995276,1643647,1,9,Current,1,79.30977608130473,21.92,1.33,47,Medium Risk,51-65
CUST00118,60,3000000.0,Employed,3,5000000,20.661645588371673,1033082,1,95,Current,0,60.035910003432605,34.44,1.67,47,Medium Risk,51-65
CUST00119,42,3000000.0,Employed,4,5000000,35.208706781062645,1760435,0,41,Current,0,63.702194766768805,58.68,1.67,42,Medium Risk,41-50
CUST00120,47,15000000.0,Employed,2,15000000,46.67587510478546,7001381,1,55,Current,1,35.701225544743686,46.68,1.0,50,Medium Risk,41-50
CUST00121,55,20000000.0,Self-employed,2,5000000,30.784195819665282,1539209,0,8,Delinquent,0,83.51744465344983,7.7,0.25,45,Medium Risk,51-65
CUST00122,21,7500000.0,Self-employed,0,15000000,16.63712679424082,2495569,0,6,Late,0,76.19685421301095,33.27,2.0,37,Medium Risk,21-30
CUST00123,55,5000000.0,Employed,2,5000000,32.946052683676854,1647302,2,22,Late,0,13.827123081212362,32.95,1.0,62,Medium Risk,51-65
CUST00124,57,7500000.0,Employed,1,5000000,22.153087051832472,1107654,0,76,Current,1,70.61779348109786,14.77,0.67,32,Low Risk,51-65
CUST00125,34,5000000.0,Self-employed,0,10000000,7.4892894651044735,748928,1,67,Current,0,55.306762421890376,14.98,2.0,42,Medium Risk,31-40
CUST00126,23,3000000.0,Self-employed,1,25000000,21.431978047216553,5357994,1,53,Current,0,88.92942670052491,178.6,8.33,47,Medium Risk,21-30
CUST00127,21,3000000.0,Employed,4,10000000,40.00409101544534,4000409,1,67,Late,1,96.48994172855357,133.35,3.33,72,High Risk,21-30
CUST00128,25,10000000.0,Employed,3,15000000,25.66417487694394,3849626,0,74,Current,0,90.13507610755903,38.5,1.5,20,Low Risk,21-30
CUST00129,46,10000000.0,Employed,4,5000000,13.237845570239706,661892,2,24,Current,0,79.52696821917252,6.62,0.5,35,Medium Risk,41-50
CUST00130,34,3000000.0,Employed,3,15000000,100.0,10187330,0,108,Current,0,78.33987443042699,339.58,5.0,52,Medium Risk,31-40
CUST00131,59,5000000.0,Employed,4,5000000,22.326400299719886,1116320,1,115,Current,0,76.37070299790142,22.33,1.0,42,Medium Risk,51-65
CUST00132,47,7500000.0,Employed,2,15000000,11.483498415753186,1722524,2,39,Late,1,70.22072619492018,22.97,2.0,57,Medium Risk,41-50
CUST00133,29,10000000.0,Self-employed,1,10000000,23.242009909429942,2324200,3,104,Current,0,50.293602264759244,23.24,1.0,45,Medium Risk,21-30
CUST00134,35,3000000.0,Employed,3,25000000,27.47130974515227,6867827,1,54,Current,1,59.99787662320614,228.93,8.33,52,Medium Risk,31-40
CUST00135,35,3000000.0,Self-employed,0,10000000,13.846563418566305,1384656,0,85,Current,0,83.77188005877926,46.16,3.33,32,Low Risk,31-40
CUST00136,46,10000000.0,Employed,1,5000000,27.160649296501106,1358032,1,109,Late,0,37.03382448267764,13.58,0.5,45,Medium Risk,41-50
CUST00137,62,3000000.0,Employed,0,5000000,25.14519730118509,1257259,0,119,Current,0,71.25272271992556,41.91,1.67,32,Low Risk,51-65
CUST00138,33,10000000.0,Employed,1,25000000,20.613740658076495,5153435,2,52,Late,1,43.47117058423158,51.53,2.5,50,Medium Risk,31-40
CUST00139,52,5000000.0,Employed,1,10000000,26.918551871708573,2691855,1,108,Current,0,96.9650631517689,53.84,2.0,42,Medium Risk,51-65
CUST00140,59,3000000.0,Self-employed,4,15000000,17.850811582695727,2677621,0,96,Late,0,72.53609112946083,89.25,5.0,42,Medium Risk,51-65
CUST00141,52,5000000.0,Unemployed,3,5000000,25.15816126212466,1257908,1,110,Current,0,92.09239633551138,25.16,1.0,42,Medium Risk,51-65
CUST00142,24,10000000.0,Employed,3,10000000,22.978941728445456,2297894,0,107,Current,1,85.66388072044809,22.98,1.0,25,Low Risk,21-30
CUST00143,50,15000000.0,Employed,1,5000000,28.528260819894648,1426413,0,119,Current,0,74.42217549380888,9.51,0.33,20,Low Risk,41-50
CUST00144,57,15000000.0,Self-employed,2,50000000,20.53545416496219,10267727,0,55,Current,0,66.50945305889078,68.45,3.33,20,Low Risk,51-65
CUST00145,43,5000000.0,Employed,2,15000000,50.61768565060787,7592652,0,94,Current,0,62.263511333965084,151.85,3.0,37,Medium Risk,41-50
CUST00146,59,10000000.0,Employed,0,25000000,25.914599029700813,6478649,2,31,Late,0,67.3052348977349,64.79,2.5,45,Medium Risk,51-65
CUST00147,35,5000000.0,Self-employed,0,5000000,5.402368871577694,270118,1,61,Current,0,84.32550626676662,5.4,1.0,42,Medium Risk,31-40
CUST00148,63,5000000.0,Employed,4,15000000,27.04957575166859,4057436,0,83,Current,1,74.34798505260503,81.15,3.0,32,Low Risk,51-65
CUST00149,49,15000000.0,Employed,1,15000000,23.245975036091096,3486896,1,19,Current,1,95.92794497181093,23.25,1.0,40,Medium Risk,41-50
CUST00150,56,3000000.0,Employed,0,10000000,40.68892529961301,4068892,0,83,Current,0,80.47955922496756,135.63,3.33,42,Medium Risk,51-65
CUST00151,33,3000000.0,Self-employed,0,25000000,65.21424738860108,16303561,1,30,Late,1,34.27950757367961,543.45,8.33,82,High Risk,31-40
CUST00152,52,5000000.0,Employed,1,25000000,21.391196408084785,5347799,1,105,Current,1,34.584967390056086,106.96,5.0,47,Medium Risk,51-65
CUST00153,27,3000000.0,Employed,4,25000000,65.673898971026,16418474,0,9,Delinquent,0,66.33409024653899,547.28,8.33,67,High Risk,21-30
CUST00154,42,3000000.0,Self-employed,0,15000000,42.42409723176182,6363614,0,116,Late,0,51.42926290235401,212.12,5.0,52,Medium Risk,41-50
CUST00155,48,7500000.0,Employed,4,5000000,25.34361865769636,1267180,0,84,Current,0,65.08770517712456,16.9,0.67,27,Low Risk,41-50
CUST00156,22,5000000.0,Self-employed,3,5000000,28.11928170913337,1405964,0,37,Current,0,73.97415295571761,28.12,1.0,27,Low Risk,21-30
CUST00157,62,7500000.0,Employed,4,50000000,55.57145409941777,27785727,0,87,Late,0,71.22829408105511,370.48,6.67,47,Medium Risk,51-65
CUST00158,26,15000000.0,Unemployed,2,5000000,38.51783532117631,1925891,2,83,Current,1,83.38110771630147,12.84,0.33,50,Medium Risk,21-30
CUST00159,48,5000000.0,Employed,2,15000000,18.746426449474885,2811963,0,70,Current,0,69.16886384861468,56.24,3.0,27,Low Risk,41-50
CUST00160,48,5000000.0,Employed,4,15000000,43.81755982900601,6572633,0,111,Current,0,69.37297396000788,131.45,3.0,37,Medium Risk,41-50
CUST00161,64,5000000.0,Employed,2,15000000,38.23518176406676,5735277,2,66,Current,1,72.87831696989451,114.71,3.0,57,Medium Risk,51-65
CUST00162,64,7500000.0,Employed,3,50000000,35.667732745639086,17833866,1,25,Late,0,79.83385966919727,237.78,6.67,62,Medium Risk,51-65
CUST00163,40,5000000.0,Self-employed,1,10000000,42.41284845892963,4241284,0,79,Current,0,56.61945445456171,84.83,2.0,37,Medium Risk,31-40
CUST00164,50,7500000.0,Unemployed,2,10000000,12.286526881773547,1228652,0,15,Current,2,69.65583868960404,16.38,1.33,32,Low Risk,41-50
CUST00165,31,5000000.0,Employed,2,5000000,31.70648334555955,1585324,0,93,Late,1,53.81598156769668,31.71,1.0,52,Medium Risk,31-40
CUST00166,48,7500000.0,Employed,4,10000000,17.7633416648473,1776334,0,39,Late,1,84.03217885971348,23.68,1.33,42,Medium Risk,41-50
CUST00167,45,5000000.0,Self-employed,3,5000000,51.188252699358415,2559412,0,66,Current,0,82.84223289344384,51.19,1.0,37,Medium Risk,41-50
CUST00168,59,5000000.0,Self-employed,1,10000000,38.87941904951726,3887941,1,97,Late,0,84.32870899205109,77.76,2.0,62,Medium Risk,51-65
CUST00169,53,20000000.0,Employed,4,25000000,44.95548499413397,11238871,0,32,Current,0,62.93455428311701,56.19,1.25,30,Low Risk,51-65
CUST00170,21,10000000.0,Employed,4,25000000,49.9917763456227,12497944,0,45,Late,1,52.713351009514454,124.98,2.5,45,Medium Risk,21-30
CUST00171,47,3000000.0,Employed,3,5000000,28.94523620024089,1447261,0,70,Current,1,54.997770529556874,48.24,1.67,37,Medium Risk,41-50
CUST00172,33,15000000.0,Employed,1,10000000,36.31809079629769,3631809,0,38,Current,0,80.29340936002033,24.21,0.67,30,Low Risk,31-40
CUST00173,61,7500000.0,Employed,3,25000000,18.578443212222087,4644610,0,73,Current,0,70.43610344252853,61.93,3.33,27,Low Risk,51-65
CUST00174,23,15000000.0,Employed,1,5000000,23.087470275794626,1154373,0,76,Current,0,54.40991459300758,7.7,0.33,20,Low Risk,21-30
CUST00175,59,10000000.0,Employed,3,5000000,34.904604449116654,1745230,0,14,Delinquent,1,42.98472438161042,17.45,0.5,50,Medium Risk,51-65
CUST00176,26,5000000.0,Self-employed,4,5000000,24.416643613835387,1220832,0,21,Current,0,80.471754046146,24.42,1.0,27,Low Risk,21-30
CUST00177,28,3000000.0,Employed,4,10000000,41.12344915093447,4112344,0,10,Late,0,79.43296822368808,137.08,3.33,52,Medium Risk,21-30
CUST00178,47,5000000.0,Employed,0,5000000,24.576028599661278,1228801,1,103,Late,0,73.54001977371398,24.58,1.0,52,Medium Risk,41-50
CUST00179,29,7500000.0,Employed,2,50000000,3.8096124982428696,1904806,0,28,Current,1,97.36936843295585,25.4,6.67,32,Low Risk,21-30
CUST00180,57,7500000.0,Employed,3,10000000,56.23673377904159,5623673,0,48,Late,1,65.48980948987781,74.98,1.33,52,Medium Risk,51-65
CUST00181,53,5000000.0,Employed,0,10000000,12.900708367169525,1290070,0,119,Current,0,65.70075665936916,25.8,2.0,27,Low Risk,51-65
CUST00182,62,3000000.0,Employed,2,5000000,40.21971070324341,2010985,0,94,Late,1,87.37465203356548,67.03,1.67,57,Medium Risk,51-65
CUST00183,64,15000000.0,Employed,3,10000000,17.220572464146503,1722057,0,62,Current,0,72.3464422572898,11.48,0.67,20,Low Risk,51-65
CUST00184,44,20000000.0,Employed,1,15000000,17.03620783017278,2555431,0,56,Current,0,63.50825606469197,12.78,0.75,20,Low Risk,41-50
CUST00185,35,7500000.0,Employed,2,15000000,26.21214092500534,3931821,0,18,Current,0,64.745705820012,52.42,2.0,27,Low Risk,31-40
